,company,file_no,opened,closed,coverage,sub_coverage,reason,sub_reason,disposition,conclusion,recovery,status,duration,simplified,Annotation
9089,United Services Automobile Association,7017357,2018-03-15,2018-03-23,Individual Private Passenger,Physical Damage,Claim Handling,Loss of Use,Company Position Substantiated,,0.0,Closed,8,Claim Settled,
9090,Pennsylvania Lumbermens Mutual Insurance Company,7004770,2020-11-23,2021-01-05,Homeowners,Homeowners,Claim Handling,Claim Delay,Claim Settled,,0.0,Closed,43,Claim Settled,
9091,Travelers Casualty Company (The),7042857,2022-02-09,2022-06-02,Commercial Multi&ndash;Peril,Liability,Claim Handling,Claim Denial,Company Position Substantiated,Refer&ndash;Judicial/Attorney,0.0,Closed,113,Claim Settled,
9092,Progressive Casualty Insurance Company,7019432,2019-07-10,2019-08-12,Individual Private Passenger,Liability,Claim Handling,Loss of Use,Claim Settled,,1287.5,Closed,33,Claim Settled,
9093,"Oxford Health Insurance, Incorporated",7002667,2020-07-01,2020-07-09,Group,Health Only,Claim Handling,Claim Denial,Company Position Substantiated,,0.0,Closed,8,Claim Settled,
9094,GEICO General Insurance Company,7021830,2019-05-07,2019-05-22,Individual Private Passenger,Liability,Claim Handling,Unsatisfactory Settlement/Offer,Claim Settled,,0.0,Closed,15,Claim Settled,
9095,Utica Mutual Insurance Company,7002992,2020-07-27,2020-08-18,Individual Private Passenger,Physical Damage,Claim Handling,Actual Cash Value Dispute,Claim Settled,,355.21,Closed,22,Claim Settled,
9096,LM Insurance Corporation,7021885,2019-05-17,2019-06-06,Individual Private Passenger,Liability,Claim Handling,Loss of Use,Compromised Settlement/Resolution,,1020.0,Closed,20,Claim Settled,
9097,"ConnectiCare Benefits, Inc.",7014749,2018-05-03,2018-05-17,Individual,Health Only,Claim Handling,Claim Denial,Claim Settled,,86.99,Closed,14,Claim Settled,
9098,GEICO General Insurance Company,7002025,2020-04-16,2020-05-14,Individual Private Passenger,,PolicyHolder Service,Premium Notice/Billing,Company Position Substantiated,,0.0,Closed,28,Claim Settled,
9099,American Bankers Insurance Company of Florida,7044106,2022-03-31,2022-04-21,Renter/Tenants,,Claim Handling,Claim Denial,Company Position Substantiated,,0.0,Closed,21,Claim Settled,
9100,Pruco Life Insurance Company,7016709,2018-07-24,2018-08-15,Individual Annuities,,PolicyHolder Service,Delays/No Response,Company Position Substantiated,,0.0,Closed,22,Claim Settled,
9101,American Commerce Insurance Company,7007047,2018-02-20,2018-03-21,Individual Private Passenger,,Underwriting,Nonrenewal,Compromised Settlement/Resolution,,0.0,Closed,29,Claim Settled,
9102,Jefferson Insurance Company,7011419,2021-03-22,2021-03-30,Travel,,Claim Handling,Claim Denial,Company Position Substantiated,,0.0,Closed,8,Claim Settled,
9103,GEICO General Insurance Company,7050380,2022-12-28,2023-03-03,Individual Private Passenger,Liability,Claim Handling,Claim Delays,Complaint Withdrawn,No Cause For Action,0.0,Closed,65,Claim Dismissed,
9104,Permanent General Assurance Corporation,7012306,2018-12-28,2019-01-15,Individual Private Passenger,Physical Damage,Claim Handling,Claim Denial,Company Position Substantiated,,0.0,Closed,18,Claim Settled,
9105,GEICO Indemnity Company,7018850,2019-11-06,2019-12-04,Individual Private Passenger,Liability,Claim Handling,Subrogation,Company Position Substantiated,,0.0,Closed,28,Claim Settled,
9106,Hartford Casualty Insurance Company,7015338,2018-05-23,2018-06-18,Individual Private Passenger,Liability,Claim Handling,Claim Denial,Company Position Substantiated,,0.0,Closed,26,Claim Settled,
9107,Transamerica Life Insurance Company,7007726,2021-09-15,2021-10-06,Individual Annuities,,PolicyHolder Service,Delays/No Response,Company Position Substantiated,,0.0,Closed,21,Claim Settled,
9108,LM General Insurance Company,7017081,2018-07-27,2018-08-14,Individual Private Passenger,Liability,Claim Handling,Claim Procedure,Company Position Substantiated,,0.0,Closed,18,Claim Settled,
9109,Allstate Fire and Casualty Insurance Company,7041362,2021-12-08,2022-01-04,Individual Private Passenger,Rental Reimbursement,Claim Handling,Adjuster Handling,Company Position Substantiated,Enter Arbitration,0.0,Closed,27,Claim Settled,
9110,Travelers Personal Security Insurance Company,7013160,2018-10-05,2018-11-23,Individual Private Passenger,Liability,Claim Handling,Claim Delay,Claim Settled,,829.24,Closed,49,Claim Settled,
9111,Progressive Direct Insurance Company,7006594,2021-10-18,2021-11-02,Individual Private Passenger,Physical Damage,Claim Handling,Claim Delay,Company Position Substantiated,,0.0,Closed,15,Claim Settled,
9112,Indemnity Insurance Company of North America,7044117,2022-04-01,2022-04-21,Workers&squo; Compensation,,Claim Handling,Claim Denial,Company Position Substantiated,Company Position Upheld,0.0,Closed,20,Claim Settled,
9113,Government Employees Insurance Company,7048934,2022-10-26,2022-11-09,Individual Private Passenger,Collision,Claim Handling,Adjuster Handling,Company Position Substantiated,,0.0,Closed,14,Claim Settled,
9114,Nationwide Mutual Insurance Company,7002675,2020-07-02,2020-07-20,Travel,,Claim Handling,Claim Denial,Company Position Substantiated,,0.0,Closed,18,Claim Settled,
9115,"Anthem Health Plans, Inc",7010409,2021-02-24,2021-03-25,Group,Health Only,PolicyHolder Service,Unsatisfactory Refund of Premium,Company Position Substantiated,,0.0,Closed,29,Claim Settled,
9116,Mesa Underwriters Specialty Insurance Company,7009405,2021-07-08,2021-07-22,Commercial Multi&ndash;Peril,Commercial Multi&ndash;Peril,Claim Handling,Claim Denial,Company Position Substantiated,,0.0,Closed,14,Claim Settled,
9117,General Insurance Company of America,7005995,2021-10-07,2021-10-27,Homeowners,Homeowners,Claim Handling,Claim Delay,Claim Settled,,0.0,Closed,20,Claim Settled,
9118,Progressive Direct Insurance Company,7007666,2018-02-21,2018-03-15,Individual Private Passenger,Physical Damage,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,,0.0,Closed,22,Claim Settled,
9119,Pilgrim Insurance Company,7012591,2018-09-26,2018-10-26,Individual Private Passenger,Liability,Claim Handling,Claim Delay,Claim Settled,,0.0,Closed,30,Claim Settled,
9120,Progressive Direct Insurance Company,7041727,2021-12-28,2022-02-07,Individual Private Passenger,Liability,Claim Handling,Claim Denial,Company Position Overturned,Contract Violation,0.0,Closed,41,Claim Dismissed,
9121,Amica Mutual Insurance Company,7014636,2019-02-05,2019-03-06,Individual Private Passenger,,Underwriting,Cancellation,Company Position Substantiated,,0.0,Closed,29,Claim Settled,
9122,"ConnectiCare Benefits, Inc.",7011640,2021-06-23,2021-07-09,Individual,Exchange&ndash;Individual Health,PolicyHolder Service,Unsatisfactory Refund of Premium,Compromised Settlement/Resolution,,415.86,Closed,16,Claim Settled,
9123,Progressive Casualty Insurance Company,7003942,2020-09-29,2020-10-22,Individual Private Passenger,Liability,Claim Handling,Loss of Use,Company Position Substantiated,,0.0,Closed,23,Claim Settled,
9124,Trumbull Insurance Company,7019486,2019-08-22,2019-09-04,Homeowners,Homeowners,Claim Handling,Claim Denial,Compromised Settlement/Resolution,,5257.71,Closed,13,Claim Settled,
9125,State Farm Fire & Casualty Company,7006848,2018-03-06,2018-03-28,Individual Private Passenger,Liability,Claim Handling,Claim Delay,Claim Settled,,0.0,Closed,22,Claim Settled,
9126,Colonial Penn Life Insurance Company,7008627,2021-08-11,2021-09-08,Individual Life,,Claim Handling,Claim Delay,Claim Settled,,0.0,Closed,28,Claim Settled,
9127,RepWest Insurance Company,7015628,2018-08-20,2018-09-14,Individual Private Passenger,Liability,Claim Handling,Claim Delay,Claim Settled,,0.0,Closed,25,Claim Settled,
9128,UnitedHealthcare Insurance Company,7013657,2019-01-22,2019-02-01,Group,Health Only,Claim Handling,Claim Denial,Company Position Substantiated,,0.0,Closed,10,Claim Settled,
9129,State Farm Fire & Casualty Company,7011334,2021-01-22,2021-02-05,Condo/Townhome,,Claim Handling,Claim Denial,Company Position Substantiated,,0.0,Closed,14,Claim Settled,
9130,Mutual of Omaha Insurance Company,7045464,2022-05-24,2022-07-21,Individual,Long Term Care,Claim Handling,Claim Delay,Company Position Overturned,,0.0,Closed,58,Claim Dismissed,
9131,Liberty Mutual Personal Insurance Company,7041094,2021-11-23,2021-12-23,Individual Private Passenger,,Claim Handling,Claim Denial,Company Position Substantiated,Refer&ndash;Judicial/Attorney,0.0,Closed,30,Claim Settled,
9132,Indemnity Insurance Company of North America,7018176,2019-12-05,2019-12-26,Travel,,Claim Handling,Claim Denial,Company Position Substantiated,,0.0,Closed,21,Claim Settled,
9133,"National Union Fire Insurance Company of Pittsburgh, PA",7020453,2019-09-24,2019-12-31,Travel,,Claim Handling,Claim Denial,Claim Settled,,0.0,Closed,98,Claim Settled,
9134,Allstate Fire and Casualty Insurance Company,7019091,2019-10-01,2019-11-05,Individual Private Passenger,Physical Damage,Claim Handling,Unsatisfactory Settlement/Offer,Claim Settled,,403.55,Closed,35,Claim Settled,
9135,American Strategic Insurance Corp.,7016754,2018-08-23,2018-09-11,Homeowners,Homeowners,Claim Handling,Claim Delay,Company Position Substantiated,,0.0,Closed,19,Claim Settled,
9136,National Casualty Company,7009238,2021-02-04,2021-02-25,Other [Enter Coverage],,Claim Handling,Claim Denial,Company Position Substantiated,,0.0,Closed,21,Claim Settled,
9137,American Family Connect Property and Casualty Insurance Company,7006042,2017-12-19,2018-01-16,Homeowners,Homeowners,Claim Handling,Claim Denial,Claim Settled,,0.0,Closed,28,Claim Settled,
9138,LM General Insurance Company,7048583,2022-10-12,2022-12-27,Individual Private Passenger,,PolicyHolder Service,Premium Notice/Billing,Company Position Substantiated,Company Position Upheld,0.0,Closed,76,Claim Settled,
9139,Selective Insurance Company of America,7046479,2022-07-13,2022-08-25,Individual Private Passenger,Liability,Claim Handling,Adjuster Handling,Company Position Substantiated,Company Position Upheld,0.0,Closed,43,Claim Settled,
9140,Allstate Property and Casualty Insurance Company,7019989,2019-07-17,2019-08-13,Individual Private Passenger,Physical Damage,Claim Handling,Actual Cash Value Dispute,Claim Settled,,1214.22,Closed,27,Claim Settled,
9141,Allstate Fire and Casualty Insurance Company,7020369,2019-07-23,2019-08-22,Individual Private Passenger,Liability,Claim Handling,Claim Denial,Company Position Substantiated,,0.0,Closed,30,Claim Settled,
9142,GEICO Indemnity Company,7020420,2019-09-23,2019-10-09,Individual Private Passenger,Liability,Claim Handling,Claim Delay,Company Position Substantiated,,0.0,Closed,16,Claim Settled,
9143,TIAA&ndash;CREF Life Insurance Company,7047595,2022-08-30,2022-09-23,Individual Annuities,Fixed,PolicyHolder Service,Delays/No Response,Company Position Substantiated,Furnished Information,0.0,Closed,24,Claim Settled,
9144,Utica National Insurance Company of Ohio,7014040,2019-01-25,2019-02-22,Workers&squo; Compensation,,Underwriting,Premium & Rating,Company Position Substantiated,,0.0,Closed,28,Claim Settled,
9145,State Farm Fire & Casualty Company,7041981,2022-01-10,2022-02-03,Individual Private Passenger,Liability,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,Company Position Upheld,0.0,Closed,24,Claim Settled,
9146,Jefferson Insurance Company,7001439,2020-04-06,2020-04-20,Travel,,Claim Handling,Claim Denial,Company Position Substantiated,,0.0,Closed,14,Claim Settled,
9147,"ConnectiCare Insurance Company, Inc",7018749,2019-12-27,2020-01-29,Group,Health Only,Claim Handling,Claim Delay,Claim Settled,,0.0,Closed,33,Claim Settled,
9148,GEICO General Insurance Company,7013563,2018-10-15,2018-11-09,Individual Private Passenger,Liability,Claim Handling,Unsatisfactory Settlement/Offer,Compromised Settlement/Resolution,,1072.41,Closed,25,Claim Settled,
9149,Liberty Mutual Personal Insurance Company,7050712,2023-01-12,2023-01-27,Individual Private Passenger,Collision,Claim Handling,Claim Denial,Company Position Substantiated,Contract Provision,0.0,Closed,15,Claim Settled,
9150,"National Union Fire Insurance Company of Pittsburgh, PA",7044662,2022-04-25,2022-05-11,Travel,,Claim Handling,Claim Denial,Company Position Substantiated,,0.0,Closed,16,Claim Settled,
9151,Standard Fire Insurance Company (The),7008285,2021-09-22,2021-11-18,Individual Private Passenger,,Underwriting,Premium & Rating,Company Position Substantiated,Company Position Upheld,0.0,Closed,57,Claim Settled,
9152,Standard Fire Insurance Company (The),7045007,2022-05-09,2022-05-31,Individual Private Passenger,,Underwriting,Cancellation,Company Position Substantiated,Company Position Upheld,0.0,Closed,22,Claim Settled,
9153,Utica Mutual Insurance Company,7010191,2021-07-20,2021-08-03,Individual Private Passenger,Physical Damage,Claim Handling,Labor Rate,Company Position Substantiated,,0.0,Closed,14,Claim Settled,
9154,Mid&ndash;Century Insurance Company,7020266,2019-09-16,2019-10-02,Individual Private Passenger,,Claim Handling,Claim Denial,Company Position Substantiated,,0.0,Closed,16,Claim Settled,
9155,Sun Life and Health Insurance Company (U.S.),7020540,2019-06-17,2019-07-08,Individual,Dental,Claim Handling,Claim Denial,Company Position Substantiated,,0.0,Closed,21,Claim Settled,
9156,Travelers Casualty Company (The),7022116,2019-08-16,2019-09-04,Workers&squo; Compensation,,Underwriting,Audit Dispute,Company Position Substantiated,,0.0,Closed,19,Claim Settled,
9157,Allianz Life Insurance Company of North America,7016105,2018-06-06,2018-07-10,Individual Annuities,,Marketing & Sales,High Pressure Tactics,Company Position Substantiated,,0.0,Closed,34,Claim Settled,
9158,Kemper Independence Insurance Company,7009258,2021-02-05,2021-02-26,Individual Private Passenger,Physical Damage,Claim Handling,Actual Cash Value Dispute,Claim Settled,,0.0,Closed,21,Claim Settled,
9159,SAFECO Insurance Company of Illinois,7008137,2017-09-15,2018-02-20,Individual Private Passenger,Liability,Claim Handling,Claim Denial,Company Position Substantiated,,0.0,Closed,158,Claim Settled,
9160,Kemper Independence Insurance Company,7018556,2019-12-18,2020-01-13,Individual Private Passenger,Physical Damage,Claim Handling,Claim Delay,Company Position Substantiated,,0.0,Closed,26,Claim Settled,
9161,CSAA Affinity Insurance Company,7050259,2022-12-20,2023-01-18,Individual Private Passenger,Collision,Claim Handling,Claim Delays,Company Position Substantiated,Company Position Upheld,0.0,Closed,29,Claim Settled,
9162,"Anthem Health Plans, Inc",7001783,2020-04-24,2020-05-01,A & H,,Claim Handling,Claim Delay,No Action Requested/Required,,0.0,Closed,7,Claim Dismissed,
9163,Harleysville Worcester Insurance Company,7005842,2017-12-13,2018-01-09,General,,Claim Handling,Claim Delay,Company Position Substantiated,,0.0,Closed,27,Claim Settled,
9164,Allstate Fire and Casualty Insurance Company,7003929,2020-09-28,2020-10-21,Individual Private Passenger,Liability,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,,0.0,Closed,23,Claim Settled,
9165,Progressive Direct Insurance Company,7009513,2021-04-12,2021-05-03,Individual Private Passenger,Physical Damage,Claim Handling,Claim Delay,Company Position Substantiated,,0.0,Closed,21,Claim Settled,
9166,Phoenix Insurance Company (The),7044506,2022-04-19,2022-06-28,Commercial Multi&ndash;Peril,Liability,Claim Handling,Claim Denial,Company Position Substantiated,Company Position Upheld,0.0,Closed,70,Claim Settled,
9167,State Farm Mutual Automobile Insurance Company,7050157,2022-12-15,2023-01-05,Individual Private Passenger,Liability,Claim Handling,Unsatisfactory Settlement/Offer,Claim Settled,Claim Paid,0.0,Closed,21,Claim Settled,
9168,SAFECO Insurance Company of Illinois,7009370,2021-05-18,2021-06-10,Individual Private Passenger,Liability,Claim Handling,Storage Fees,Company Position Substantiated,,0.0,Closed,23,Claim Settled,
9169,BCS Insurance Company,7005968,2021-10-05,2021-11-29,Travel,,Claim Handling,Claim Delay,Claim Settled,,0.0,Closed,55,Claim Settled,
9170,Kemper Independence Insurance Company,7000106,2020-01-15,2020-02-13,Individual Private Passenger,Liability,Claim Handling,Actual Cash Value Dispute,Compromised Settlement/Resolution,,1055.48,Closed,29,Claim Settled,
9171,GEICO Indemnity Company,7019521,2019-03-29,2019-04-22,Individual Private Passenger,Liability,Claim Handling,Claim Denial,Company Position Substantiated,,0.0,Closed,24,Claim Settled,
9172,New Jersey Manufacturers Insurance Company,7045458,2022-05-24,2022-07-05,Individual Private Passenger,Liability,Claim Handling,Claim Delay,Company Position Substantiated,Company Position Upheld,0.0,Closed,42,Claim Settled,
9173,LM General Insurance Company,7000675,2020-02-18,2020-03-16,Individual Private Passenger,Physical Damage,Claim Handling,Claim Denial,Company Position Substantiated,,0.0,Closed,27,Claim Settled,
9174,Utica Mutual Insurance Company,7003857,2020-09-23,2020-10-20,Individual Private Passenger,Liability,Claim Handling,Unsatisfactory Settlement/Offer,Claim Settled,,0.0,Closed,27,Claim Settled,
9175,Progressive Casualty Insurance Company,7041707,2021-12-27,2022-03-10,Individual Private Passenger,,Claim Handling,Claim Delays,Company Position Substantiated,Company Position Upheld,0.0,Closed,73,Claim Settled,
9176,United Financial Casualty Company,7017503,2018-08-03,2018-08-29,Individual Private Passenger,Liability,Claim Handling,Claim Delay,Company Position Substantiated,,0.0,Closed,26,Claim Settled,
